Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Score,Essay ID,Essay Set
0.32599999999999996,0.625,1.0,0.6176470588235294,0.03857566765578635,0.005934718100890208,0.987923331851508,0.9181510693891646,8,1,1
0.16200000000000003,0.55,0.9743589743589743,0.5058823529411764,0.05250596658711217,0.011933174224343675,1.3912051460400685,1.0278533379954615,9,2,1
0.44199999999999995,0.5,1.0,0.7358490566037735,0.0035842293906810036,0.02867383512544803,1.1550724304901652,1.1765915315719973,7,3,1
0.04800000000000004,0.5555555555555556,0.9365079365079365,0.43,0.06297709923664122,0.02099236641221374,1.1242285847024336,1.150166016257768,10,4,1
0.06999999999999995,0.4,0.9830508474576272,0.4827586206896552,0.03655913978494624,0.010752688172043012,1.2310787655153574,1.073590024871979,8,5,1
0.508,0.4666666666666667,1.0,0.5102040816326531,0.06097560975609756,0.02032520325203252,0.9049213164987177,0.7839643906285885,8,6,1
0.0020000000000000018,0.6333333333333333,0.9615384615384616,0.5,0.014028056112224449,0.004008016032064128,1.18958319200724,1.1358466187050202,10,7,1
0.03600000000000003,0.23076923076923078,0.9594594594594594,0.5675675675675675,0.014522821576763486,0.016597510373443983,1.2419563452473696,1.063917023182117,10,8,1
0.11599999999999999,0.2857142857142857,0.9795918367346939,0.5119047619047619,0.02262443438914027,0.011312217194570135,1.0635988744181273,0.9335857059193279,9,9,1
0.0040000000000000036,0.5,0.9848484848484849,0.5752212389380531,0.03187250996015936,0.017928286852589643,1.319481357323804,1.0454316458405426,9,10,1
0.352,0.4090909090909091,0.8918918918918919,0.5694444444444444,0.024691358024691357,0.0030864197530864196,0.943895560272229,0.9513643486151149,8,11,1
0.21599999999999997,0.44,1.0,0.7142857142857143,0.08928571428571429,0.03316326530612245,1.4509573319872209,1.0189153180295605,8,12,1
0.5920000000000001,1.0,0.9696969696969697,0.5581395348837209,0.11764705882352941,0.00980392156862745,0.7245369717218932,0.6771088729152338,7,13,1
0.386,0.28,1.0,0.5185185185185185,0.11400651465798045,0.035830618892508145,1.152462729361421,0.9372123636063061,6,14,1
0.648,0.38461538461538464,1.0,0.5666666666666667,0.03977272727272727,0.022727272727272728,1.2506417297614039,0.9369717215745539,6,15,1
0.05600000000000005,0.37142857142857144,0.9666666666666667,0.5,0.045454545454545456,0.013257575757575758,1.1167120506709949,1.1899626477317033,12,16,1
0.32999999999999996,0.6111111111111112,1.0,0.5072463768115942,0.029850746268656716,0.011940298507462687,1.3105961693420212,0.9752122376649637,8,17,1
0.268,0.8,0.9767441860465116,0.5625,0.01639344262295082,0.01639344262295082,1.1814533563773506,0.9967846585733436,8,18,1
0.868,0.0,1.0,0.6666666666666666,0.5303030303030303,0.0,0.30304673531775295,0.3032786893154638,4,19,1
0.688,0.36363636363636365,1.0,0.5555555555555556,0.03205128205128205,0.00641025641025641,1.0087063646584165,0.8711989038195336,6,20,1
0.266,0.7,0.9444444444444444,0.4868421052631579,0.043596730245231606,0.008174386920980926,1.147855513422364,1.0976456542963802,8,21,1
0.888,1.0,1.0,0.5,0.017857142857142856,0.0,0.37509157509157515,0.32752948991044223,3,22,1
